藥品代碼,藥品名稱,數量
A0047371G0,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A004739100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,0
A004766100,MECLIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A004813100,ACETYLSALICYLIC ACID ， 一般錠劑膠囊劑 ， 81-325，MG,110
A004828100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A004835100,DIMETHICONE ， 一般錠劑膠囊劑 ， 40.00 MG,258376.6
A004853209,PERPHENAZINE ， 注射劑 ， 2.00 MG,15
A004857100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A004864299,LIDOCAINE ， 注射劑 ， 20.00 MG,0
A0048991G0,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A004919100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,0
A004928372,BETAMETHASONE 1MG/GM + NEOMYCIN 5MG/GM + NYLIDRIN 1MG/GM + DIPHENYLPYRALINE 1MG/GM， 外用軟膏劑， 450.00GM,0
A004932238,VITAMIN B1 2.5MG/ML + VITAMIN B6 5MG/ML + VITAMINE B12 50MCG/ML， 注射劑， 20.00ML,0
A004951209,ATROPINE ， 注射劑 ， 1.00 MG,0
A004957100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A004963100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A004973321,BETAMETHASONE 0.5MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 5.00GM,188001.4
A004974416,BETAMETHASONE 1MG/GM + NEOMYCIN 3.5MG/GM， 眼耳鼻用軟膏， 3.00GM,228
A004975416,BETAMETHASONE 1MG/ML + NEOMYCIN 3.5MG/ML， 眼用液劑， 3.00ML,730
A004977421,VITAMIN B12 (=CYANOCOBALAMIN) ， 眼用液劑 ， 0.20  MG/ML ， 5.00 ML,139877.2
A004977429,VITAMIN B12 (=CYANOCOBALAMIN) ， 眼用液劑 ， 0.20  MG/ML ， 10.00 ML,23944
A004995100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A005021100,VITAMIN B2 (=RIBOFLAVIN) ， 一般錠劑膠囊劑 ， 10.00 MG,0
A005022100,HYDRALAZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A005024100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 7.67 - 10.00 MG,0
A005040100,AMINOPHYLLINE 25MG + CHLORPHENIRAMINE 2MG + EPHEDRINE 5MG + GUAIFENESIN 20MG， 一般錠劑膠囊劑，,0
A005045100,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG， 一般錠劑膠囊劑，,0
A0050451G0,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG， 一般錠劑膠囊劑，,0
A005051100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ， 一般錠劑膠囊劑 ， 500.00 MG,0
A005062100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A005075100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A005135100,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,0
A005185100,TRIAMCINOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,379
A005191100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,0
A005225100,COLCHICINE ， 一般錠劑膠囊劑 ， 500-650 MCG,274764
A005227100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A005232100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,98927
A005243238,KANAMYCIN ， 注射劑 ， 5000.00 MG,0
A005249100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A005266100,HYDRALAZINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A005286100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
A005291100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A005305100,SALBUTAMOL ， 一般錠劑膠囊劑 ， 4.00 MG,0
A005313100,MEPENZOLATE 7.5MG + PHENOBARBITAL 15MG， 一般錠劑膠囊劑，,0
A005353100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A005354100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A005359100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A005412100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 15.00 MG,0
A005431100,NALIDIXIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,0
A005445100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 500.00 MG,20
A005446100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A005454100,TRIAMCINOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A005483212,DIPROPHYLLINE ， 注射劑 ， 300.00 MG,0
A005508100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A005515100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A005517100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,0
A005519100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,0
A005592417,CHLORTETRACYCLINE，眼耳鼻用軟膏，10.00  MG/GM，3.50 GM,0
A005592421,CHLORTETRACYCLINE，眼耳鼻用軟膏，10.00  MG/GM，5.00 GM,0
A005612100,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A005662135,DIMETHICONE 250MG/ML + MAGALDRATE 375MG/ML， 內服液劑， 15.00ML,0
A005669100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A005691100,ERGOTAMINE 1MG + CAFFEINE 100MG， 一般錠劑膠囊劑，,0
A005698100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,0
A005708100,OPIUM 2.5MG + GLYCYRRHIZIC ACID 0.48ML + CAMPHOR 1.5MG + BENZOIC ACID 2.5MG + ANISE 2MCL， 一般錠劑膠囊劑，,0
A005712100,DIPROPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A005721100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ， 一般錠劑膠囊劑 ， 500.00 MG,0
A005723100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,0
A005737100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 1.000MG + CYANOCOBALAMIN (=VIT B12) 1.000MCG + PANTOTHENATE CALCIUM 2.000MG， 一般錠劑膠囊劑,0
A005749100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 30.00 MG,0
A005753212,VITAMIN B1 (THIAMINE) ， 注射劑 ， 100.00 MG,0
A005789100,GUAIFENESIN ， 一般錠劑膠囊劑 ， 100.00 MG,11113.8
A005807100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,2197.5
A005811100,OXETHAZAINE 5MG + POLYMIGEL 244MG， 一般錠劑膠囊劑，,0
A0058111G0,OXETHAZAINE 5MG + POLYMIGEL 244MG， 一般錠劑膠囊劑，,0
A005812100,HOMOCHLORCYCLIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A005813100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,0
A0058131G0,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,30
A005827100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,8661.5
A005833100,GUAIFENESIN ， 一般錠劑膠囊劑 ， 200.00 MG,0
A005838100,NIACINAMIDE (=NICOTINAMIDE) 20.000MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 5.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 2.000MG， 一般錠劑膠囊劑,0
A005874209,MEPERIDINE ， 注射劑 ， 50.00 MG,0
A005896209,METOCLOPRAMIDE ， 注射劑 ， 5.00 MG,0
A005925100,BETAHISTINE ， 一般錠劑膠囊劑 ， 6.00 MG,0
A005945100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 10.00 MG,364
A005986100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,0
A005987100,TRIMETOQUINOL ， 一般錠劑膠囊劑 ， 3.00 MG,0
A006003100,ERGONOVINE ， 一般錠劑膠囊劑 ， 200.00 MCG,0
A006006100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A006087100,ALUMINUM MAGNESIUM SILICATE 147MG + CHLOROPHYLL SODIUM COPPER 0.5MG + GLYCINE 10MG + GLYCYRRHIZIC ACID 35MG + MAGNESIUM CARBONAT 10MG + PIPERIDOLATE 1.5MG， 一般錠劑膠囊劑，,0
A006171100,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A006172100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A006187417,DEXAMETHASONE SODIUM PHOSPHATE 0.5MG/GM + NEOMYCIN 3.5MG/GM， 眼耳鼻用軟膏， 3.50GM,0
A006194100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 40.00 MG,4804
A006228100,CLOPERASTINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A006232100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,0
A006233100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,0
A006245100,CHLORMEZANONE ， 一般錠劑膠囊劑 ， 100.00 MG,2325
A006271100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,35362925
A006316100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 15.00 MG,75
A006344100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,63
A006393100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 10.00 MG,0
A006486100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 2.00 MG,0
A006543100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A006551100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A006552100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,79881.5
A006553100,ALUMINUM HYDROXIDE ， 一般錠劑膠囊劑 ， 324.00 MG,0
A006562100,THEOPHYLLINE 130MG + EPHEDRINE 24MG + PHENOBARBITAL 8MG， 一般錠劑膠囊劑，,0
A006602100,METHIONINE DL- 25.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + FOLIC ACID 0.250MG + PANTOTHENATE CALCIUM 5.000MG + TOCOPHEROL ALPHA- 1.000MG + MENADIONE (=VIT K3) 0.200MG， 一般錠劑膠囊劑,0
A006611329,NEOMYCIN ， 外用軟膏劑 ， 5.00  MG/GM ， 10.00 GM,0
A006611340,NEOMYCIN ， 外用軟膏劑 ， 5.00  MG/GM ， 25.00 GM,0
A006611342,NEOMYCIN ， 外用軟膏劑 ， 5.00  MG/GM ， 28.00 GM,0
A006611399,NEOMYCIN ， 外用軟膏劑 ， 5.00  MG/GM ， 1.00 GM,0
A006618100,MECLIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,51925.5
A006629100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A006649100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg， 一般錠劑膠囊劑,0
A006677100,VALETHAMATE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A006696100,DICYCLOMINE ， 一般錠劑膠囊劑 ， 10.00 MG,4745.5
A006747100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A0067471G0,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A006749209,BETAMETHASONE ， 注射劑 ， 4.00 MG,8
A006761100,DIASTASE 120MG + PANCREATIN 120MG + PEPSIN 60MG， 一般錠劑膠囊劑，,16883
A006774212,SCOPOLAMINE ， 注射劑 ， 40.00 MG,0
A006784212,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 5.000MG/ML + NIACINAMIDE (=NICOTINAMIDE) 10.000MG/ML + RIBOFLAVIN PHOSPHATE 0.250MG/ML + PYRIDOXINE HCL 0.500MG/ML + ASCORBIC ACID (=VIT C) 25.000MG/ML， 注射劑,0
A006795100,MAGNESIUM OXIDE ， 一般錠劑膠囊劑 ， 250.00 MG,2673696.3
A006817100,DEHYDROCHOLIC ACID 5MG + THIOCTIC ACID AMIDE 5MG + NIACINAMIDE 15MG + THIAMINE MONONITRATE 5MG + RIBOFLAVIN 2MG + PYRIDOXINE HCL 1MG +  CYANOCOBALAMIN 1MG + OROTIC ACID 30MG + PANTOTHENATE CALCIUM + 10MG + INOSITOL 5MG + ASCORBIC ACID 10MG，一般錠劑膠囊劑,0
A006821100,AMPICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A006822100,CHLORPROMAZINE ， 一般錠劑膠囊劑 ， 25.00 MG,239
A006851100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 300.00 MG,0
A006865100,CLOFIBRATE ， 一般錠劑膠囊劑 ， 200.00 MG,690
A006932209,CHLORAMPHENICOL ， 注射劑 ， 1000.00 MG,0
A006943100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,2784
A006987100,BENZYDAMINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A007014100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 10.00 MG,0
A007024100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A007037100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,1996.6
A007038100,PROCHLORPERAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,1587
A007062100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,0
A007067100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,2689
A007073100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,0
A007074100,VITAMIN C (=ASCORBIC ACID) ， 一般錠劑膠囊劑 ， 100.00 MG,0
A007096229,VITAMIN B12 ， 注射劑 ， 10000.00 MCG,0
A007139100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,0
A007140100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A0071401G0,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A007141100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,0
A007165100,AZULENE ， 一般錠劑膠囊劑 ， 20.00 MG,0
A007167335,PREDNISOLONE 1MG/GM + DIPHENHYDRAMINE 5MG/GM + ZINC OXIDE 35MG/GM + MENTHOL 1MG/GM， 外用軟膏劑， 15.00GM,0
A007174100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 40.00 MG,0
A007190100,CHLORMEZANONE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A007204229,CHLORPHENIRAMINE 0.2MG/ML + VITAMIN B2 0.02MG/ML + VITAMIN B6 0.5MG/ML + NICOTINAMIDE 1MG/ML + CALCIUM BROMIDE 10MG/ML， 注射劑， 10.00ML,0
A007213100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,37542
A007220399,POVIDONE-IODINE ， 外用液劑 ， 100.00  MG/ML ， 1.00 ML,0
A007221318,POVIDONE-IODINE ， 外用液劑 ， 100.00  MG/ML ， 3800.00 ML,0
A007233100,DOXYCYCLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A007243100,EPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,2615.5
A007245100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A007254100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
A007261100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
A007264100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,5381.5
A007356100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,0
A007362100,TRIAMCINOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,2903.2
A007374100,MAGNESIUM HYDROXIDE ， 一般錠劑膠囊劑 ， 300.00 MG,0
A007396100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A0073961G0,AMOXICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A007404100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A007475100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,0
A007514100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A007543100,FOLIC ACID ， 一般錠劑膠囊劑 ， 5.00 MG,0
A007563100,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,0
A007564100,DIAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,0
A007605100,ETHENZAMIDE 100MG + CAFFEINE 25MG + HYDROXYBUTYRIC ACID 150MG + VITAMIN B1 4MG， 一般錠劑膠囊劑，,0
A007618100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A007630212,METOCLOPRAMIDE ， 注射劑 ， 10.00 MG,0
A007641100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 30.00 MG,0
A007665100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A007676100,BROMPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A007679100,AMINOCAPROIC ACID EPSILON ， 一般錠劑膠囊劑 ， 500.00 MG,33
A007681229,DEXAMETHASONE ， 注射劑 ， 20.00 MG,0
A007682229,DEXAMETHASONE ， 注射劑 ， 40.00 MG,0
A007715421,TROPICAMIDE ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,1
A007748100,DIMETHICONE ， 一般錠劑膠囊劑 ， 40.00 MG,0
A007773100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A007778100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A007786100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,24
A007792100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,0
A007808209,PHYTOMENADIONE (=VIT K1) ， 注射劑 ， 10.00 MG,0
A007809100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 40.00 MG,0
A007819100,ACETAZOLAMIDE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A007822100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,36928.5
A007828277,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,5
A007830212,METOCLOPRAMIDE ， 注射劑 ， 10.00 MG,0
A0079441G0,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,133
A007949100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A007974229,GENTAMICIN ， 注射劑 ， 400.00 MG,0
A007976100,TRANEXAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,11965
A008006100,ACETAMINOPHEN 120MG + ETHENZAMIDE 300MG + PROMETHAZINE 13.3MG + CAFFEINE 50MG， 一般錠劑膠囊劑，,0
A008050100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A008053100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,0
A008061100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,127454.7
A008062100,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A008073100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 7.67 - 10.00 MG,0
A008162100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,0
A008165100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,25324
A008169100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A008192100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,123692.5
A008262100,MINOCYCLINE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A008309100,ERGOTAMINE 0.3MG + BELLADONNA ALKALOID 0.1MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,0
A008312229,TRIAMCINOLONE ， 注射劑 ， 400.00 MG,0
A008355100,DIMETHICONE ， 一般錠劑膠囊劑 ， 40.00 MG,67428762.3
A008368100,VITAMINE B12 (=HYDROXOCOBALAMIN) ， 一般錠劑膠囊劑 ， 500.00 MCG,0
A008469100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,0
A008472100,ASPARTATE POTASSIUM ， 一般錠劑膠囊劑 ， 300.00 MG,0
A008504100,VITAMIN B6 (=PYRIDOXINE) ， 一般錠劑膠囊劑 ， 50.00 MG,0
A008510100,DICLOXACILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A008534209,SCOPOLAMINE ， 注射劑 ， 20.00 MG,1
A008541100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 300.00 MG,43664.6
A008565100,BENZYDAMINE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A008592100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A008609100,BERBERINE 33MG + ALUMINUM HYDROXIDE 50MG， 一般錠劑膠囊劑，,0
A008631212,FUROSEMIDE ， 注射劑 ， 20.00 MG,0
A008632100,DICYCLOMINE 2.5MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 100MG， 一般錠劑膠囊劑，,60
A008642209,BUTYLSCOPOLAMINE ， 注射劑 ， 20.00 MG,0
A008645417,PREDNISOLONE 5MG/ML + AZULENE 100MCG/ML， 眼耳鼻用軟膏， 3.50GM,0
A008676100,METHYLEPHEDRINE 20 MG + CHLORPHENIRAMINE 3 MG， 一般錠劑膠囊劑，,140424.3
A008743100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,1119
A008757100,METHIMAZOLE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A008761177,TIPEPIDINE ， 口服顆粒劑 ， 10000.00 MG,0
A008774100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,0
A008822100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A008855100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,0
A008870100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A008888100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A008894212,METOCLOPRAMIDE ， 注射劑 ， 10.00 MG,0
A008896100,DICYCLOMINE 20MG + PHENOBARBITAL 15MG， 一般錠劑膠囊劑，,1248
A008899100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A008905100,TIPEPIDINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A008907100,TIPEPIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,640561
A008912221,ESCIN ， 注射劑 ， 5.00 MG,0
A008919209,PROGESTERONE ， 注射劑 ， 25.00 MG,0
A008924321,DEXAMETHASONE 500MCG/GM + CROTAMITON 100MG/GM， 外用軟膏劑， 5.00GM,2
A008928100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
A008948100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A008956212,GENTAMICIN ， 注射劑 ， 80.00 MG,0
A008956229,GENTAMICIN ， 注射劑 ， 400.00 MG,0
A009032100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 10.00 MG,0
A009038100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,6141429.3
A009043100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 200.00 MG,0
A009067212,DEXTROMETHORPHAN 5MG/ML + CHLORPHENIRAMINE 2MG/ML +  METHYLEPHEDRINE 10MG/ML + GUAIFENESIN 20MG/ML±LIDOCAINE 15MG/ML， 注射劑， 2.00ML,0
A009099100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A009101100,METHOTREXATE ， 一般錠劑膠囊劑 ， 2.50 MG,0
A0091021G0,PROPRANOLOL ， 一般錠劑膠囊劑 ， 10.00 MG,0
A009104100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 300.00 MG,660881.3
A009106100,BROMPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,122506.3
A009111100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,122894.1
A009138100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,753
A009250500,BISACODYL ， 栓劑 ， 10.00 MG,3
A009255100,DIMETHICONE ， 一般錠劑膠囊劑 ， 40.00 MG,2220834.5
A009258100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,0
A009260100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG， 一般錠劑膠囊劑，,0
A009271277,SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS， 注射劑， 500.00ML,0
A009275100,VITAMIN B2 4MG + VITAMIN B6 1MG + VITAMIN B12 1MCG + NICOTINAMIDE 15MG + PANTOTHENIC ACID 1MG + METHIONINE 1MG， 一般錠劑膠囊劑，,0
A009276212,BERBERINE ， 注射劑 ， 10.00 MG,0
A009291100,NICAMETATE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A009296100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A009300100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,18061.5
A009314100,CHLORTETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A009331100,ALUMINUM HYDROXIDE ， 一般錠劑膠囊劑 ， 300.00 MG,0
A009346212,VITAMIN B6 (=PYRIDOXAL 5-PHOSPHATE) ， 注射劑 ， 20.00 MG,0
A009352100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg， 一般錠劑膠囊劑,0
A009364100,PAPAVERINE 5MG + BERBERINE 50MG + BISMUTH SUBNITRATE 45MG + DIPHENHYDRAMINE 5MG， 一般錠劑膠囊劑，,0
A009366100,PAPAVERINE10MG + BERBERINE 100MG + BISMUTH SUBNITRATE 90MG + DIPHENHYDRAMINE 10MG， 一般錠劑膠囊劑，,0
A009367100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,89363
A009369100,BISACODYL ， 一般錠劑膠囊劑 ， 5.00 MG,119180
A009397100,DOXYCYCLINE ， 一般錠劑膠囊劑 ， 100.00 MG,1017
